"Old Ward Code","New ward code","Ward","Borough","Year","Life_Expectancy","Childhood_Obesity","Incapacity_Benefit","Unemployment","Crime","Deliberate_Fires","GCSE_points","Unauthorised_Absence","Dependent_children","Public_Transport_Access","Homes_with_access"
"00BFGQ","E05000567","Sutton West","Sutton",2009,80.8984568738046,15.5555555555556,2.79454185838871,2.99126925043265,67.4796971782519,0.480997097694767,374.28,0.71,11.93,3.21762885581945,-0.432722610070122
"00BFGR","E05000568","The Wrythe","Sutton",2009,81.2911743059514,17.1339563862928,3.73502294499118,4.93179774234473,99.5573733242445,1.1782396238483,317.4,1.05,18.27,2.46547064485082,-5.46192060838352
"00BFGS","E05000569","Wallington North","Sutton",2009,80.5855171981799,15.8450704225352,4.28319941844879,3.68638499306099,80.3512211469985,0.858778835005173,346.02,0.85,15.45,3.28471866626972,-2.45297527992986
"00BFGT","E05000570","Wallington South","Sutton",2009,80.1474350951065,17.8423236514523,4.98468208808543,3.3334865349167,90.3795408311537,0.795795881471404,361.11,0.91,19.07,3.17086759868421,-6.06383226427857
"00BFGU","E05000571","Wandle Valley","Sutton",2009,79.6324219621852,21.4975845410628,5.715150655032,6.66882036001004,99.6849315068493,0.963788059650507,305.08,1.82,29.41,2.20426867030965,6.90547002581868
"00BFGW","E05000572","Worcester Park","Sutton",2009,82.5520806121673,16.6180758017493,2.54226014768575,2.71287003549307,61.2065062589011,0.533181661149592,365.35,0.75,15.41,2.27860121940444,-0.656471249357069
"00BGFW","E05000573","Bethnal Green North","Tower Hamlets",2009,76.3087248123629,27.020202020202,7.26392950540342,11.9448660465234,131.024371304383,1.12405347639424,319.68,1.47,47.59,6.07012432978475,3.27915361120192
"00BGFX","E05000574","Bethnal Green South","Tower Hamlets",2009,78.0661508071398,25.9351620947631,6.90228241203207,10.8967187372417,159.092533829752,2.89063421354048,312.2,1.38,48.06,6.69549269271781,5.80028009703377
"00BGFY","E05000575","Blackwall and Cubitt Town","Tower Hamlets",2009,79.2292001537929,25.3298153034301,4.42758425045873,4.6435088785113,59.5943137562059,1.01156941200405,302.29,1.71,45.91,3.58450299836453,3.02143211856483
"00BGFZ","E05000576","Bow East","Tower Hamlets",2009,76.2189685394666,28.2352941176471,6.29629027787602,10.0060317163547,127.542217745483,2.08139575297521,294.79,1.7,52.38,3.5878814577493,2.77022355383682
"00BGGA","E05000577","Bow West","Tower Hamlets",2009,78.584298570395,22.5519287833828,5.82199373386975,9.24400455508313,189.153459870428,1.68743869809859,313.69,1.49,44.08,5.49165054519873,6.28339992153319
"00BGGB","E05000578","Bromley-by-Bow","Tower Hamlets",2009,79.8910116862126,26.5734265734266,7.14508368256688,12.853745977151,85.0506897691266,1.36616049118651,300.59,1.33,48.82,4.44158182554685,-1.06695954369636
"00BGGC","E05000579","East India and Lansbury","Tower Hamlets",2009,77.5464621575707,29.8561151079137,9.23771515566496,16.2328679102817,114.13911883492,2.89217025126542,303.29,1.27,53.5,3.40328259231349,0.788367791675995
"00BGGD","E05000580","Limehouse","Tower Hamlets",2009,76.6247889780481,26.5182186234818,6.04933283414138,9.99554345367145,99.1857683646233,1.37484971108019,301.68,1.56,47.1,4.56195928080381,3.43309983050598
"00BGGE","E05000581","Mile End and Globe Town","Tower Hamlets",2009,78.5280912443493,25.9953161592506,5.71797317571453,8.71990107706796,90.1494255251727,2.13736655045093,318.03,1.21,48.3,5.61680018794784,-0.990082389410403
"00BGGF","E05000582","Mile End East","Tower Hamlets",2009,76.2626147585223,24.5508982035928,6.51116098074804,12.5930528118739,106.401444744426,2.78294578005198,270.76,1.92,47.92,5.3465685665476,2.6736771537781
"00BGGG","E05000583","Millwall","Tower Hamlets",2009,83.1349391534897,22.4924012158055,2.91654707281964,4.78932500434205,16.4552638006634,0.577125101116097,306.33,1.48,40.84,3.51136322132944,-4.62797280419506
"00BGGH","E05000584","St Dunstan's and Stepney Green","Tower Hamlets",2009,76.6541840859659,26.517571884984,7.14078664559422,14.4227261119312,93.1102005913943,2.89957493737419,330.38,1.48,46.68,5.10417138542846,5.85200232759174
"00BGGJ","E05000585","St Katharine's and Wapping","Tower Hamlets",2009,80.0250694767467,24.8618784530387,4.47911846399754,5.43079727570234,52.8285243462271,0.653500887378471,349.91,0.91,34.13,3.8011848619619,-2.0541794936909
"00BGGK","E05000586","Shadwell","Tower Hamlets",2009,78.0766485225105,24.4399185336049,6.06183315796275,12.1279319063344,82.503707881472,2.06781985486942,330.41,1.53,49.09,5.23654476508773,-3.87007395105746
"00BGGL","E05000587","Spitalfields and Banglatown","Tower Hamlets",2009,78.1952677996284,23.6363636363636,6.73574510705622,15.772457804612,95.6065110924796,0.806357921049071,299.7,2.03,43.12,6.23644461991243,-13.6818267950559
"00BGGM","E05000588","Weavers","Tower Hamlets",2009,77.2553411279581,24.3161094224924,7.32247020623492,11.233921553669,191.679658736425,1.38895042208049,331.38,1.35,47.3,5.28345904761905,6.42690213416917
"00BGGN","E05000589","Whitechapel","Tower Hamlets",2009,77.2590117082221,25.4794520547945,4.89059357725864,10.8339281499613,73.8038517809692,1.46781465348302,335.07,1.66,45.1,6.33929534358377,-9.23394631134041
"00BHFX","E05000590","Cann Hall","Waltham Forest",2009,77.6458957333466,22.5396825396825,5.70435371755393,9.36260703151082,107.127399000573,0.742957994407379,301.89,2.3,35.2,2.89829741720805,0.682001314680143
"00BHFY","E05000591","Cathall","Waltham Forest",2009,78.3877604543847,21.1267605633803,6.41013245287351,10.7104737583943,119.47026726528,1.04687552912113,294.84,2.4,39.93,4.57624830508474,4.18121504574612
"00BHFZ","E05000592","Chapel End","Waltham Forest",2009,81.5930404189332,22.1686746987952,3.78534006081375,6.47399649406332,104.030193075646,0.881338997797371,316.98,1.04,29.21,2.88610681658468,5.33805162373361
"00BHGA","E05000593","Chingford Green","Waltham Forest",2009,80.4356302904186,19.6363636363636,4.07570931401602,5.00856039905017,108.398632125196,0.487006658861515,343.57,1.03,23.57,2.71154759606102,8.2002769931321
"00BHGB","E05000594","Endlebury","Waltham Forest",2009,82.6529369167877,18.2119205298013,4.58170397431421,4.68198289790217,102.830043098968,0.743016992121214,330.18,1.1,21.04,2.24089314919135,3.21888797610986
"00BHGC","E05000595","Forest","Waltham Forest",2009,79.5648992854565,18.3431952662722,5.11044544060891,7.56359644645783,112.398936118954,0.812919062816907,307.98,1.61,23.96,4.04017750483722,6.59040628543707
"00BHGD","E05000596","Grove Green","Waltham Forest",2009,79.3320687648126,15.0877192982456,3.16165366770462,8.00303913881631,106.828846155932,0.21284076801997,307.23,2.37,27.49,4.07929618537201,-5.12111452575189
"00BHGE","E05000597","Hale End and Highams Park","Waltham Forest",2009,82.5006405802311,14.3920595533499,4.77309069723705,6.7558847795845,95.2774924555005,0.622877425638133,325.6,0.91,24.72,2.40216807649871,4.95668342198943
"00BHGF","E05000598","Hatch Lane","Waltham Forest",2009,79.81147607694,20.3342618384401,6.38186393179407,6.91103831823923,86.4290172863859,0.456200407509111,322.51,1.32,29.89,2.38401246627593,3.30144903736169
"00BHGG","E05000599","High Street","Waltham Forest",2009,79.5358520937186,24.4299674267101,4.55965880739651,8.01992168531436,271.546775229796,1.31732820772212,326.63,1.28,31.59,4.20631808445532,18.3085339902452
"00BHGH","E05000600","Higham Hill","Waltham Forest",2009,79.1265936333281,24.8898678414097,6.09865349753781,9.61478465948535,95.4982429188815,0.927844753354243,296.19,1.24,39.56,2.56388897551848,10.9290522566927
"00BHGJ","E05000601","Hoe Street","Waltham Forest",2009,78.7109458160996,24.4252873563218,5.5885403763286,10.045385710108,137.408903067036,0.956746177794364,325.05,1.33,32.96,5.0343137699222,0.678733729804071
"00BHGK","E05000602","Larkswood","Waltham Forest",2009,79.9276541912531,24.9122807017544,5.84150408977817,5.67508895648093,122.620923901288,0.88174631740229,317.33,1.21,27.39,2.73367039586919,8.53736502940132
"00BHGL","E05000603","Lea Bridge","Waltham Forest",2009,76.1568897774182,22.4096385542169,4.69069944618396,10.4137450936813,134.724485956643,0.52824631027524,306.54,1.59,31.69,3.60453785750306,12.3745260828865
"00BHGM","E05000604","Leyton","Waltham Forest",2009,78.2390295217463,20.0488997555012,5.89693232956215,10.7504444979275,156.477924684483,0.570591797706441,295.05,2.31,40.1,3.77915859564165,8.25330834389044
"00BHGN","E05000605","Leytonstone","Waltham Forest",2009,78.7558950342627,18.1818181818182,4.87487867004796,6.96496737132065,140.283510110836,0.716356253321365,316.78,1.67,22.46,4.34667277070064,-2.96085433364342
"00BHGP","E05000606","Markhouse","Waltham Forest",2009,77.6796508859935,20.9638554216867,5.33525509103612,10.2995607236706,121.592218877792,1.28695240928052,332.46,1.58,32.58,4.1400863781636,7.80971768592092
"00BHGQ","E05000607","Valley","Waltham Forest",2009,79.8188173838474,20.1612903225806,5.19415252115063,7.91595566490929,148.954887110671,0.524163211162925,308.48,1.3,31.88,2.36979314802844,-0.412058709397417
"00BHGR","E05000608","William Morris","Waltham Forest",2009,79.0052011391349,21.4285714285714,4.67565686381187,8.55710421222293,107.171078625049,0.386071562233332,294.14,1.34,34.74,3.28760104090429,-0.0879842265691675
"00BHGS","E05000609","Wood Street","Waltham Forest",2009,78.8977010922767,17.5,6.36084840303732,9.2701035294969,119.042597105349,0.991787706623222,335.36,1.38,31.92,3.48725340470755,1.71981483597207
"00BJFZ","E05000610","Balham","Wandsworth",2009,82.7354435671283,7.48299319727891,2.696128984194,3.17711636527726,133.931238639782,0.0686938635761567,349.36,0.93,10.55,4.6053712805526,-6.92203673787791
"00BJGA","E05000611","Bedford","Wandsworth",2009,82.1345946766825,15.4545454545455,3.96524759519284,3.93237515009415,126.887309565563,0.207540778791549,329.16,0.87,18.81,4.09642833886827,2.4750043641099
"00BJGB","E05000612","Earlsfield","Wandsworth",2009,79.2525073514926,17.7865612648221,3.8382501287157,3.77886456407366,92.5455983658725,0.264549247012777,334.81,1.06,25.59,3.61828236175259,1.26634190181804
"00BJGC","E05000613","East Putney","Wandsworth",2009,82.1060513164664,16.3398692810458,2.5392600970728,2.36349741186788,85.6899969701241,0.403956919302088,303.63,1.12,17.22,4.2703361017389,-7.13706477186374
"00BJGD","E05000614","Fairfield","Wandsworth",2009,80.1609787390099,18.5393258426966,3.18733627097798,3.53739005281092,105.237431323739,0.210306330797197,337.72,0.8,19.18,5.19747300344132,-6.49333215305771
"00BJGE","E05000615","Furzedown","Wandsworth",2009,80.1789217546536,17.0132325141777,4.68698436691342,6.34037059095614,91.506032969626,0.391802804443088,318.43,0.88,28.03,3.02844295654457,-4.77428854381358
"00BJGF","E05000616","Graveney","Wandsworth",2009,81.074250735113,23.9010989010989,4.29986090299427,4.92907712072139,144.989106465827,0.666837174695279,318.94,0.94,30.15,5.22540006718173,-9.4138189547321
"00BJGG","E05000617","Latchmere","Wandsworth",2009,77.6995667001797,25.8907363420428,6.73886361717899,7.5267071788842,150.92347725414,0.86794920625692,336.07,1.1,45.4,5.03292671489818,-1.58374641247212
"00BJGH","E05000618","Nightingale","Wandsworth",2009,77.4874360743319,15,3.60278046281756,2.97234219363932,106.654240050902,0.409100645290116,354.67,0.53,13.07,5.28113145082765,-7.54194603431225
"00BJGJ","E05000619","Northcote","Wandsworth",2009,81.4980251284303,16.4772727272727,2.21825390982951,2.53792563668999,149.3450833637,0.407970576906183,345.47,0.55,7.39,4.91022945066811,-0.441574481765451
"00BJGK","E05000620","Queenstown","Wandsworth",2009,79.9057660759189,28.5234899328859,4.52051014244365,5.33119437584706,82.2271816665718,0.826725587676871,308.53,1.31,38.48,4.33359291144902,2.45230362559339
"00BJGL","E05000621","Roehampton","Wandsworth",2009,78.3711839988543,22.6315789473684,7.22518615592792,8.10148542350675,89.2029497228872,0.510317978652437,302.85,1.55,39.29,2.90780151665018,10.3393006534617
"00BJGM","E05000622","St Mary's Park","Wandsworth",2009,77.1286421104381,27.8884462151394,3.58975377898105,4.08532597654369,92.3652596750953,1.07106828558962,314.88,0.91,28.57,3.50677480514009,-0.976818027804603
"00BJGN","E05000623","Shaftesbury","Wandsworth",2009,79.0078712498733,26.1744966442953,3.73098076798117,3.75083778653131,131.309326698522,0.214195750781137,301.48,0.95,20.15,4.92327529080014,-9.66528456796164
"00BJGP","E05000624","Southfields","Wandsworth",2009,81.4217991392931,15.4605263157895,2.78460400713202,2.72543523808989,87.0178141045456,0.312024513775386,356.33,0.64,16.29,3.71700850689352,-4.33272713454359
"00BJGQ","E05000625","Thamesfield","Wandsworth",2009,82.2742159018345,8.49673202614379,1.49584220135982,1.97008664386187,123.995628968456,0.137802504970451,394.5,0.57,8.71,4.59230169881211,3.93275950768752
"00BJGR","E05000626","Tooting","Wandsworth",2009,78.8267035986157,21.8592964824121,3.96931746883647,5.38617754049962,81.8028579620981,0.379149338908552,312.37,0.94,34.9,4.99694836903444,-0.670822974157618
"00BJGS","E05000627","Wandsworth Common","Wandsworth",2009,79.7518313319737,13.1578947368421,3.13154180169818,2.56620299078546,90.992416325448,0.661970340422968,324.43,0.58,10.03,2.52964769647697,3.40384891465204
"00BJGT","E05000628","West Hill","Wandsworth",2009,78.8074447877312,21.3930348258706,4.52271475998357,4.07996403595051,70.7747102232356,0.0617056989958056,315.89,1.41,28.25,2.84882970880944,-1.21745625913715
"00BJGU","E05000629","West Putney","Wandsworth",2009,79.2740586739267,17.3387096774194,4.64049695374453,4.19297485554297,83.8780374373568,0.206579416127109,332.85,1.36,25.98,2.76701725997843,-4.58264975409674
"00BKGA","E05000630","Abbey Road","Westminster",2009,84.5346363951542,21.4285714285714,2.8848132341504,2.1404556177646,65.5668345007034,0,307.47,0.93,15.41,5.30204638599106,-1.11703268538224
"00BKGB","E05000631","Bayswater","Westminster",2009,83.3805202845899,21.4285714285714,5.7143619548963,3.95284118462698,137.09147237811,0.10033212485709,362.69,1.13,23.5,5.95464870067373,3.35498515693215
"00BKGC","E05000632","Bryanston and Dorset Square","Westminster",2009,86.1894670575682,27.710843373494,3.39187922858347,3.00608410434053,88.2216299981039,0.168428269088997,341.46,0.96,23.11,7.94990630909403,-7.14651621791199
"00BKGD","E05000633","Churchill","Westminster",2009,82.8072074524864,25.1824817518248,8.22677053392568,6.46955175370074,124.400646061085,0.632214558515582,315.55,0.97,47.87,4.79163784535878,4.60761473980089
"00BKGE","E05000634","Church Street","Westminster",2009,78.3326770481644,28.3446712018141,14.1390243320409,9.88483279663093,96.0947151948786,0.83986442415951,328.31,1.49,58.31,6.28981476412081,0.153797142128099
"00BKGF","E05000635","Harrow Road","Westminster",2009,77.8833700649704,24.0384615384615,9.68415963463067,9.64813926918821,132.449033322636,0.174971262094926,342.83,1.37,48.08,5.47665607548623,-11.4646882462958
"00BKGG","E05000636","Hyde Park","Westminster",2009,84.5751265173832,20.7920792079208,4.63345628575804,2.97827029571761,67.4132728740824,0.0821698357130316,372.98,1.29,32.83,7.71424439154584,0.992312227913569
"00BKGH","E05000637","Knightsbridge and Belgravia","Westminster",2009,90.7586068593506,24.9118683901293,0.351894528889169,0.633132888694802,71.0475534443254,0.213815012058453,338.46,0.36,3.52,6.67105823310548,12.6025210908269
"00BKGJ","E05000638","Lancaster Gate","Westminster",2009,83.8942345294728,23.9583333333333,3.83107723424243,3.03953783127168,193.171945627259,0,359.39,1.61,27.34,7.10461179795125,-2.17264164658982
"00BKGK","E05000639","Little Venice","Westminster",2009,81.776969383271,26.9230769230769,5.58816567539215,3.73181649341065,119.962893610592,0.195821119012969,313.64,1.37,30.35,5.5906324443976,0.326445438336016
"00BKGL","E05000640","Maida Vale","Westminster",2009,83.3680791554691,27.2300469483568,5.76780727765322,3.86716196825644,107.022164307105,0.195099424636713,332.63,1.09,38.86,5.35262533936652,8.90736586961443
"00BKGM","E05000641","Marylebone High Street","Westminster",2009,85.3843843594467,24.9118683901293,1.96344898735704,1.42291738627727,76.8201600265401,0,341.42,1.03,20.39,7.81716497695853,-1.82328740920483
"00BKGN","E05000642","Queen's Park","Westminster",2009,77.7143076214093,26.8948655256724,11.3997427944816,12.6933664551604,122.616399421366,0.250512024114105,308.19,1.5,50.55,4.95865842894969,-11.6943500142418
"00BKGP","E05000643","Regent's Park","Westminster",2009,84.4680055042611,25.1572327044025,4.22347009703005,2.30703796287298,74.4131508865632,0.166248325373066,353.88,0.75,31.86,5.12993428506685,16.8600998238549
"00BKGQ","E05000644","St James's","Westminster",2009,82.8452538127496,23.5849056603774,8.09355122777812,5.69289412447038,77.8447913628178,1.04749727710485,298.56,0.9,16.4,7.44836442175535,8.06288547490884
"00BKGR","E05000645","Tachbrook","Westminster",2009,83.5441244255022,21.5189873417722,4.76548955132087,2.5930795154131,84.5892527146715,0.359854314503,348.93,0.63,25.7,6.08778302381702,7.67902583160206
"00BKGS","E05000646","Vincent Square","Westminster",2009,83.1398347134171,21.1920529801325,7.31842447184634,3.96498216358597,42.7531744758972,0.203354352911432,323.28,1,33.21,6.67978864296081,9.54009155566435
"00BKGT","E05000647","Warwick","Westminster",2009,83.4181030190819,19.811320754717,5.36945232471396,3.13088178007615,66.0338670519798,0.216592389702799,329.99,1.76,28.63,6.26134617442483,3.43836434631457
"00BKGU","E05000648","Westbourne","Westminster",2009,77.5016559731243,26.7441860465116,12.0710314660433,8.56505725310063,119.823892911995,1.13461848827518,342.93,1.49,51.06,4.72327567012075,5.58031973761105
"00BKGW","E05000649","West End","Westminster",2009,85.4374441787313,22.7272727272727,5.10800440900292,3.25683761065337,117.110399485069,0.898371160930131,331.6,0.89,18.57,7.92913209442491,-5.03166342463834
"00AB","E09000002","BARKING AND DAGENHAM","Barking and Dagenham",2009,78.2415989162157,23.8955175749758,6.52631578947368,8.67704355505039,123.114214460657,1.71892497200448,314.8,1.3,36.7768998146522,3.02869847263229,-1.7135359240287
"00AC","E09000003","BARNET","Barnet",2009,81.7640878800304,18.1828097731239,4.10970831519373,4.46541804801653,86.0675195902209,0.633640552995392,343.3,0.91,21.4702377218842,2.9693412963545,-2.72017093231109
"00AD","E09000004","BEXLEY","Bexley",2009,81.1046240432277,21.1096256684492,4.17808219178082,4.71959995960134,80.1718238545829,1.20787746170678,327.2,1.16,20.3654860587792,2.49631671771043,3.06742359967376
"00AE","E09000005","BRENT","Brent",2009,81.1153364727509,22.9196386115074,5.21492678318375,6.87942795768849,107.237073732577,0.621301775147929,326.6,0.95,30.3439891296574,3.60666331630489,-5.6805309299494
"00AF","E09000006","BROMLEY","Bromley",2009,81.78829011112,16.4955836715206,3.86700767263427,4.16603081892024,89.928776155568,1.12929623567921,340.2,0.91,18.1053852286729,2.73606276800789,6.00995936853304
"00AG","E09000007","CAMDEN","Camden",2009,80.4963343526347,21.8384966988319,6.5745501285347,5.36422272155132,90.6441083707348,0.533957845433255,308.7,1.33,35.8102660575114,5.60362551179856,1.90396515249827
"00AH","E09000008","CROYDON","Croydon",2009,80.3690538023248,22.0023510971787,4.67400508044031,5.4952802337244,109.55064318076,1.28932584269663,325.9,1.42,26.4529177324371,3.17134663498059,-3.54030522687005
"00AJ","E09000009","EALING","Ealing",2009,80.6533347131972,20.9457315138051,4.94362532523851,5.80129222434136,112.190644405267,0.702702702702703,331.2,0.84,27.2012987012987,3.2423065286435,2.11451470748594
"00AK","E09000010","ENFIELD","Enfield",2009,80.5857439874594,23.5626386927577,5.38577154308617,6.72775144105622,90.0364512219772,0.749014454664915,321.3,1.38,32.4817518248175,2.93362702189976,1.80050690825137
"00AL","E09000011","GREENWICH","Greenwich",2009,78.6019582167658,22.7040129275518,6.03762492651382,6.97215220675483,117.701080739637,1.11022044088176,309.5,1.83,32.9754999567137,3.36735932950342,-0.218391735522733
"00AM","E09000012","HACKNEY","Hackney",2009,78.7457714766888,24.750499001996,6.77906976744186,9.56192813471056,128.069657599484,0.899625156184923,312.8,1.18,36.3636363636364,4.76453944558564,0.548871881044735
"00AN","E09000013","HAMMERSMITH AND FULHAM","Hammersmith and Fulham",2009,80.5015110062357,23.7808549066827,5.43768545994065,5.46452829867287,111.194790974773,0.43598233995585,332,1.46,33.1717661314753,4.58975234947337,-4.56187008004664
"00AP","E09000014","HARINGEY","Haringey",2009,80.0678008950458,21.9053398058252,6.0575296108291,8.22755230828096,124.936152575161,0.820985182218662,312.7,1.57,34.3389230639589,3.9947484531599,-0.669506724316758
"00AQ","E09000015","HARROW","Harrow",2009,82.4488003258379,18.1620614715927,3.90494540783558,4.10514861128794,79.7501069424002,0.388722768047843,343.8,0.59,21.2244127912461,2.72212864853474,-6.93601479062302
"00AR","E09000016","HAVERING","Havering",2009,80.6745491462224,19.2746256353895,4.53566621803499,4.85420648312628,83.8320884958223,1.05826906598115,322.3,0.75,20.2790427284178,2.53625688128895,1.66772391222623
"00AS","E09000017","HILLINGDON","Hillingdon",2009,80.700126472083,20.182948281928,4.07990996060777,4.75224730987333,80.8049213327715,1.13271028037383,322.4,1.07,24.2079863003036,2.31861173607826,-0.576114074529049
"00AT","E09000018","HOUNSLOW","Hounslow",2009,79.9216931715696,23.4030683403068,4.59507042253521,4.64185542816011,94.1524325387317,1.66734610680799,326.9,1.32,26.3859275053305,2.91724495977384,4.15592218857299
"00AU","E09000019","ISLINGTON","Islington",2009,78.449977054661,22.9345059014117,7.41286863270778,7.2580675936112,110.645725007799,0.693467336683417,311.2,1.47,42.6720106880427,5.5681900613202,-5.00515296676945
"00AW","E09000020","KENSINGTON AND CHELSEA","Kensington and Chelsea",2009,83.9224332647348,23.7394957983193,4.9609035621199,3.95504904384102,107.346789983583,0.200878844946642,337.2,1.15,26.7899891186072,5.88153114046287,6.57354843356515
"00AX","E09000021","KINGSTON UPON THAMES","Kingston upon Thames",2009,81.641275834759,15.9227985524729,3.03454715219421,3.18120955713734,75.4440380203673,0.674807197943445,339.6,0.64,15.5050660116672,2.84688462019772,0.0770634548283279
"00AY","E09000022","LAMBETH","Lambeth",2009,78.3823205766888,25.3977272727273,5.50566893424036,6.88596006088468,132.107139252944,0.583109919571046,322.2,1.42,34.6509534331778,4.99621091138248,-2.61765856575349
"00AZ","E09000023","LEWISHAM","Lewisham",2009,78.7646273978237,24.0437879187549,5.77062791904515,6.72369631894421,136.323255087868,0.679505813953488,309.6,1.51,32.9347481786506,3.82934515123518,-4.32018533438836
"00BA","E09000024","MERTON","Merton",2009,81.3758422732113,19.3189119725851,3.40441176470588,3.76862772865028,89.577941360537,0.627551020408163,326.7,0.87,19.3496123133897,3.38902334474744,0.754734264106559
"00BB","E09000025","NEWHAM","Newham",2009,77.9767182080137,25.1361942081621,5.55717054263566,9.02471184401056,130.153051616455,1.48400272294078,310.9,1.4,35.8490566037736,3.76778048804477,-3.60877239336716
"00BC","E09000026","REDBRIDGE","Redbridge",2009,80.8002941666941,22.1368872825841,4.49138410227904,5.78779609561316,106.54740768531,0.811009174311927,338.9,0.98,25.245079973465,2.95076117437758,-0.0214424101948105
"00BD","E09000027","RICHMOND UPON THAMES","Richmond upon Thames",2009,82.6558445407279,10.873440285205,2.92071197411003,2.78839028020223,70.8694559173174,0.288671023965142,341.9,0.91,11.7474863179331,3.01885546181173,5.75531138802935
"00BE","E09000028","SOUTHWARK","Southwark",2009,79.1612371368815,25.8259587020649,6.02433090024331,7.11962911132334,117.752180256161,0.855310049893086,311.8,1.45,33.0041014480623,4.66456642081309,-5.29408068149828
"00BF","E09000029","SUTTON","Sutton",2009,80.9753294706025,18.1424706943192,3.89337641357027,3.80164807161377,80.819408099121,0.810666666666667,342.7,0.96,17.902725077613,2.7700113430127,-0.51841605518005
"00BG","E09000030","TOWER HAMLETS","Tower Hamlets",2009,77.8078039753702,25.8064516129032,5.9740990990991,9.71068496031127,77.6589572633976,1.7044985555097,310.2,1.5,47.1129781909188,4.81595221501281,0.0759505746525599
"00BH","E09000031","WALTHAM FOREST","Waltham Forest",2009,79.405214001562,20.6268530283778,5.13188073394495,8.19380828307291,129.638225638845,0.758593441327539,313.9,1.52,31.1696606786427,3.40969571727448,6.69657798223861
"00AA","E09000001","City of London","City of London",2010,83.7304261734476,22.22,2.63157894736842,2.60711963157287,17.7018676664584,0.135135135135135,332.49,0.84,14.6666666666667,7.72340106106784,-6.47875231388184
"00ABFX","E05000026","Abbey","Barking and Dagenham",2010,82.4827121821349,21.7008797653959,3.949297646951,8.63640516420775,170.432521982277,1.03768710490054,332.24,1.68,28.8732394366197,5.98735588972431,-0.889538229527879
"00ABFY","E05000027","Alibon","Barking and Dagenham",2010,78.2669363475399,25.974025974026,6.36400627233847,9.6653871467749,123.568460102648,1.16639191085273,325.47,1.34,34.7692307692308,3.27553004396678,-1.79096813560689
"00ABFZ","E05000028","Becontree","Barking and Dagenham",2010,78.9141203132303,22.4489795918367,6.21860538880352,10.1548990934761,131.454207188749,1.29744994888287,328.04,1.6,34.0579710144928,2.84854413175568,-5.469666136748
"00ABGA","E05000029","Chadwell Heath","Barking and Dagenham",2010,79.7482118372173,23.7951807228916,6.0087580458617,8.58543442725432,143.609001573444,4.41536428843211,327.31,1.81,32.4561403508772,2.27230195998367,1.97771829361476
"00ABGB","E05000030","Eastbrook","Barking and Dagenham",2010,78.0598127506327,23.1132075471698,4.22233530199757,7.12098003947762,74.4754708499316,1.23975510011374,339.89,0.84,23.9285714285714,2.30872558053815,5.6875523074117
"00ABGC","E05000031","Eastbury","Barking and Dagenham",2010,80.9960493827433,22.8381374722838,5.93000833121131,8.64613836745415,136.562017268485,2.00320610189385,331.19,1.61,31.8055555555556,2.87008837337752,-8.23751195225376
"00ABGD","E05000032","Gascoigne","Barking and Dagenham",2010,78.1362174011473,22.3255813953488,7.0757103906655,14.2345004191085,144.177384303661,1.31819063470945,319.4,1.72,34.8275862068965,4.0324556604606,-10.012551141268
"00ABGE","E05000033","Goresbrook","Barking and Dagenham",2010,79.5524088401398,25.1269035532995,6.25166465577289,9.14652174893921,125.534662213868,1.16174941715925,324.91,1.21,32.2857142857143,2.55706433260394,4.82742036791596
"00ABGF","E05000034","Heath","Barking and Dagenham",2010,76.9973595328739,25.679012345679,6.50773666830442,10.9882971846805,93.8403578467099,1.68448737663443,315.87,1.22,35,2.56629516889238,0.440582705312449
"00ABGG","E05000035","Longbridge","Barking and Dagenham",2010,81.5725758053428,24.4031830238727,3.19002544068687,5.36788895592014,105.605192485456,0.445819002433756,351.41,0.93,16.5625,3.13702623612513,-2.18986347342871
"00ABGH","E05000036","Mayesbrook","Barking and Dagenham",2010,77.6419790092508,21.9178082191781,6.95879435610886,9.09561416572549,126.592720144469,1.95077724129839,317.96,1.47,31.3846153846154,2.61964704702697,2.42564233631892
"00ABGJ","E05000037","Parsloes","Barking and Dagenham",2010,78.6783130676679,24.8520710059172,7.58126021402331,8.78206656368991,99.2484152644604,2.04636111380027,326.65,1.56,31.3114754098361,2.72199895013123,-1.71171566115434
"00ABGK","E05000038","River","Barking and Dagenham",2010,75.6619329941275,24.6648793565684,5.57718409290033,8.61180517922184,73.195766200889,0.827456696731449,325.63,1.25,28.9705882352941,3.03680623527279,2.9228098180292
"00ABGL","E05000039","Thames","Barking and Dagenham",2010,79.3721453899126,23.3243967828418,5.26417912220691,10.0491250212781,108.044696263497,3.13992365269965,334,1.35,31.3513513513514,2.37943390452876,-6.32771590798046
"00ABGM","E05000040","Valence","Barking and Dagenham",2010,76.1271251112274,23.1884057971014,6.8110949741574,9.06205797138466,90.6562815426813,0.614146576889253,325.88,1.58,31.5254237288136,3.17877219740712,-2.38220691134561
"00ABGN","E05000041","Village","Barking and Dagenham",2010,78.0058084994134,25.0704225352113,6.14324493423152,12.4421906901107,115.865208256049,1.30922309156417,322.19,1.45,33.90625,2.81075610445932,7.87008343160672
"00ABGP","E05000042","Whalebone","Barking and Dagenham",2010,81.0382152947262,25.748502994012,3.66235762581027,5.84087690055075,108.931399807109,0.57190970190142,335.9,1.2,23.3898305084746,2.86638993089832,-15.1724701099371
